Gene_ID,Sl_hyd_r1,Sl_hyd_r2,Sl_hyd_r3,Sl_des_r1,Sl_des_r2,Sl_des_r3,Sl_rehyd_r1,Sl_rehyd_r2,Sl_rehyd_r3
MSTRG.8334,4800.146484,4447.016602,2990.167236,425.755157,621.172241,1279.717285,1677.596313,3091.393555,4984.534668
MSTRG.8339,8.095012,4.288351,5.459474,2.145541,3.68922,3.607734,3.932842,5.567934,6.861548
MSTRG.8338,7.331942,5.245824,2.199663,2.540325,1.213887,6.147647,0.0,3.696789,11.008178
MSTRG.8340,417.982574,405.414185,544.542542,327.363037,361.589874,281.720398,103.511284,229.057816,222.435669
MSTRG.8341,718.161865,848.105774,976.946106,614.028931,621.933838,532.959351,94.276833,480.460693,437.108765
MSTRG.8342,377.462585,387.542389,556.286987,296.301453,365.406372,316.365906,62.562538,275.409546,263.14679
MSTRG.8343,44.4842,41.768696,38.133514,18.958385,18.413237,29.967623,63.220871,55.885006,35.567173
MSTRG.8344,160.76358,134.934769,140.413498,252.786163,259.159119,248.484634,70.797737,177.029053,194.250504
MSTRG.8345,201.15062,214.831223,194.251358,114.574188,93.302483,135.978729,219.445267,193.108444,232.216782
MSTRG.8346,4.926597,4.522851,2.879608,11.358579,7.593031,10.978608,14.173285,10.029053,12.236472
MSTRG.8347,4.499421,3.929621,2.637666,10.731924,6.81858,9.75473,12.264224,8.907977,11.223176
MSTRG.8348,32.136513,25.958912,30.653397,36.031418,33.919186,33.752148,22.463802,24.461987,31.645267
MSTRG.8349,4.850655,3.967258,3.425345,13.308298,8.079443,13.003266,15.526525,10.729156,13.503665
MSTRG.8350,19.624397,16.406813,16.80962,21.198702,20.414507,19.987492,21.4517,17.871006,16.30809
MSTRG.8351,1.247745,3.062302,4.341717,5.61378,4.869971,3.09386,6.766777,2.492157,2.773884
MSTRG.8352,7.009135,7.595986,6.24158,23.19306,11.309456,10.232852,8.014062,9.994676,9.542332
MSTRG.8353,4.331111,3.016983,2.765295,4.418956,3.328494,3.754093,3.020488,4.669162,3.161919
MSTRG.8354,6.345004,6.191485,3.979074,13.191013,10.155297,8.37745,5.516007,9.2602,8.587027
MSTRG.8357,4.924209,2.705215,1.209961,3.440531,5.74999,8.599226,0.0,3.181955,4.703012
MSTRG.8355,6.017282,6.717101,5.002262,9.785339,5.988208,6.246592,6.439222,7.636412,6.324173
MSTRG.8358,2.868079,2.898107,4.584514,5.453212,3.824709,1.937038,0.0,3.453208,1.616222
MSTRG.8359,4.067637,3.757005,3.95363,6.485391,4.675494,1.508906,2.374139,3.024482,1.462192
MSTRG.8360,40.33379,41.368427,38.593517,67.974213,82.375664,57.317589,19.061319,39.541924,38.776886
MSTRG.8361,18.820263,18.651037,20.754322,12.166273,10.051309,14.230862,9.958605,14.180102,12.900706
MSTRG.8362,34.969646,37.057701,33.722073,59.410069,72.225494,50.419773,17.463383,35.319382,34.976505
MSTRG.8363,21.833126,21.050016,21.60527,28.283157,29.790985,24.912062,10.265847,19.472681,17.764332
MSTRG.8364,18.662512,21.468239,20.344175,26.552801,28.342505,23.679426,9.948417,20.053028,17.242682
MSTRG.8365,31.05579,29.864275,30.444143,49.216312,53.435459,42.58783,16.612158,30.65143,28.225792
MSTRG.8366,34.037704,32.34911,33.061516,50.846832,59.270115,47.914997,17.667107,32.692429,30.170147
MSTRG.8367,21.761059,18.488073,21.658943,13.98447,10.74539,16.693092,8.972722,15.628533,13.167923
MSTRG.8368,913.703613,878.417297,1062.350952,381.481018,315.896149,583.916321,300.661896,451.673462,315.952026
MSTRG.8369,16.367615,15.90037,13.349601,17.823681,16.331738,17.85705,35.322479,19.39238,23.430038
MSTRG.8370,23.883417,24.631409,20.437517,24.640823,24.307425,24.214149,44.249878,27.437912,32.50425
MSTRG.8371,11.808756,11.24898,9.982166,12.500897,12.718467,13.163383,26.337778,13.476808,17.915329
MSTRG.8373,2.292979,2.048529,1.248047,5.190596,7.277997,13.479412,13.087668,8.652355,29.625185
MSTRG.8372,49.691807,52.57373,53.076176,114.89064,96.135399,72.750015,41.885265,60.012051,83.082489
MSTRG.8374,0.0,1.458542,0.0,2.727365,1.67121,1.387914,3.143778,2.823579,2.423796
MSTRG.8375,129.491074,93.29834,84.275375,138.757217,105.971161,119.45063,92.456215,163.628448,166.368561
MSTRG.8376,41.29871,29.222649,25.464466,31.546644,31.514904,33.775143,38.845165,35.966064,53.314625
MSTRG.8377,45.935276,46.247944,38.381351,51.834854,44.07283,42.652348,43.454136,50.330666,53.901108
MSTRG.8378,46.319233,54.597034,43.646572,62.296532,47.382355,55.030632,53.552456,54.184917,71.203529
MSTRG.8379,36.757778,34.525063,30.160196,39.42485,29.83325,34.525562,28.658194,37.47047,39.604591
MSTRG.8380,5.414274,9.754742,9.555417,14.032346,15.171963,10.187201,2.598186,6.131071,3.958428
MSTRG.8381,7.669118,12.90379,9.231239,24.609383,22.746859,14.323736,4.526929,7.554212,5.684242
MSTRG.8382,3.902313,5.993622,5.627582,5.569086,7.063444,7.015917,3.89965,2.97114,2.326768
MSTRG.8383,41.462757,138.482132,156.390289,213.90802,115.161026,219.699509,20.612671,22.906347,15.004452
MSTRG.8384,21.572292,45.158092,64.438477,204.993484,93.489174,186.905121,15.184896,16.592203,8.392634
MSTRG.8385,21.993481,19.189833,23.55467,26.058666,22.478336,23.841656,17.49267,24.743086,29.591377
MSTRG.8386,37.07584,41.259727,39.965824,42.976746,37.893215,33.1385,26.877695,45.324486,49.436165
MSTRG.8387,1.86864,1.820741,2.171485,23.449503,22.169106,5.279943,16.026276,21.693075,13.221683
MSTRG.8389,0.0,0.0,0.849295,12.93483,10.229687,2.419497,7.574529,13.400415,8.616441
MSTRG.8388,1.678967,1.805115,1.810963,21.701977,25.69327,5.724329,18.189434,14.602648,12.70149
MSTRG.8391,3.191234,2.123798,2.301154,2.478259,0.0,1.628777,0.0,2.410333,1.284424
MSTRG.8390,4.234062,2.182297,4.119568,4.019874,1.013851,1.803315,5.590768,6.841079,1.552753
MSTRG.8392,9.172616,4.177649,5.533615,6.126318,2.446035,4.192192,0.0,6.938997,2.141273
MSTRG.8394,14.952618,3.302374,11.029387,7.408129,5.643173,5.244698,0.0,8.633511,4.281366
MSTRG.8393,23.494291,21.61441,21.002989,13.417648,14.03188,18.18873,8.97957,20.2966,18.671829
MSTRG.8395,57.618443,48.809284,50.968773,39.702503,29.619188,33.364967,25.326174,48.348244,46.47649
MSTRG.8396,24.572361,21.319792,22.329845,18.241686,15.816556,19.153969,7.615495,19.243872,19.709055
MSTRG.8397,8.529769,10.391782,8.709336,12.999261,9.246975,9.005056,4.912295,8.137762,7.772383
MSTRG.8398,57.429405,42.033459,40.52845,86.675156,68.829872,70.804344,43.815987,76.012741,67.569771
MSTRG.8399,33.075722,31.80826,33.189236,59.80209,52.951595,48.806896,34.606331,44.109131,46.664787
MSTRG.8400,5.12973,2.758719,3.645476,2.827419,1.704859,2.650009,3.387515,4.301233,4.327598
MSTRG.8402,0.0,1.727522,1.528116,5.974737,5.332935,1.582347,6.014855,2.079691,1.235581
MSTRG.8401,0.0,1.428049,2.234835,6.067206,5.806853,2.004293,8.668281,2.132724,1.467669
MSTRG.8403,255.318985,244.08139,240.010864,404.171814,376.202515,315.482452,240.199493,387.399078,387.560089
MSTRG.8404,30.549799,36.200653,31.830158,44.283745,35.066967,43.522377,60.268932,46.672585,50.92543
MSTRG.8405,9.527685,6.09496,5.097771,10.663519,8.539057,7.473342,10.995476,5.12872,6.399379
MSTRG.8406,9.706517,4.802737,6.270322,16.549326,14.924606,12.046784,7.548873,10.449006,11.931176
MSTRG.8407,6.371233,4.568024,4.390878,13.189314,13.244032,11.595872,3.404469,7.619194,10.020376
MSTRG.8408,16.084484,16.510275,13.167767,22.299225,21.222937,18.31678,31.823248,23.364437,29.926554
MSTRG.8410,37.349792,111.143364,80.677361,103.341095,92.760612,98.353607,56.116741,102.207207,119.866119
MSTRG.8411,55.644585,0.0,33.534382,0.0,0.0,0.0,0.0,1.24436,0.0
MSTRG.8412,3.336547,3.377025,1.672728,0.0,0.0,1.620403,2.328287,2.483725,1.146552
MSTRG.8413,0.0,0.0,0.0,0.0,0.0,1.792172,0.0,0.0,0.0
MSTRG.8409,30.391953,31.483332,32.960655,40.507767,33.125248,39.117569,18.171183,45.244408,44.79052
MSTRG.8414,2.803329,3.036987,1.506963,0.0,0.0,0.0,0.0,1.762967,1.116146
MSTRG.8415,15.026757,0.0,1.475322,0.0,0.0,20.156967,3.829994,0.0,21.33646
MSTRG.8416,87.275795,5.06969,18.580778,9.183745,28.255863,160.685165,27.631096,3.408852,144.159012
MSTRG.8417,142.512665,11.962827,22.274117,18.510344,53.116226,294.05722,36.703461,12.800492,272.036072
MSTRG.8418,3.423132,2.769114,2.123514,4.962186,3.062078,3.489146,9.075922,2.133008,3.571157
MSTRG.8419,2.905149,3.925358,2.340385,5.637299,5.232795,4.679847,6.863783,1.828416,5.208946
MSTRG.8420,2.841386,2.634367,1.671011,5.515361,3.172943,3.68122,7.696584,1.90353,3.240792
MSTRG.8421,6.668123,5.200981,5.434742,7.217079,7.682344,7.689395,7.837394,5.509384,7.102033
MSTRG.8422,4.310801,3.692958,2.80278,6.349436,3.763968,4.515383,10.664719,3.113891,4.876746
MSTRG.8423,5.830029,3.470255,3.661824,5.65866,4.515196,6.21867,4.655168,4.501183,3.74978
MSTRG.8424,29.387959,21.260628,17.522514,33.886551,47.66552,37.896935,90.62146,27.438293,51.280266
MSTRG.8425,4.191627,1.495652,1.758656,3.864712,2.016358,7.945021,7.019206,7.025361,5.678014
MSTRG.8426,11.132975,11.20828,11.207467,16.865286,10.222529,9.368502,8.693398,15.564132,10.973776
MSTRG.8427,13.261744,15.474594,17.027002,21.161156,13.611704,10.575349,10.30887,15.586778,13.884619
MSTRG.8428,10.741609,9.777205,10.282114,15.473657,8.944131,9.141649,8.438522,13.932564,9.603141
MSTRG.8429,12.949829,15.314897,10.30554,20.423044,13.327759,10.568734,10.185246,15.471189,13.626776
MSTRG.8430,0.0,0.0,1.116688,3.263181,0.0,0.0,0.0,4.163023,0.735716
MSTRG.8432,6.545321,8.418734,8.415463,11.494008,9.433537,9.778258,8.403625,6.718942,10.803637
MSTRG.8431,6.705346,7.705664,7.503549,9.366564,8.897668,9.206243,7.81665,5.403687,10.716589
MSTRG.8433,0.0,0.0,0.0,40.402199,20.035229,19.702946,29.83202,27.312147,22.651278
MSTRG.8434,0.0,0.0,0.0,10.630263,5.632267,0.0,0.0,4.895558,0.0
MSTRG.8435,7.027007,11.578242,10.433782,5.997637,6.243574,14.320695,10.873091,4.588971,17.00242
MSTRG.8436,10.269884,0.0,2.515354,11.375041,0.0,0.0,0.0,9.612495,0.0
MSTRG.8438,144.052612,0.0,69.07682,244.142395,1.716827,4.366066,0.0,189.78421,3.54803
MSTRG.8437,6.590036,0.0,12.490894,8.464331,1.92101,0.0,0.0,4.504294,1.124126
MSTRG.8439,30.219761,2.468127,30.475945,38.136765,8.022229,2.044364,13.181928,26.544569,3.245437
MSTRG.8440,4.463497,0.0,4.315667,1.331467,1.246318,0.0,0.0,4.364484,1.124261
MSTRG.8441,112.76841,131.594467,125.061783,206.126694,173.275528,167.288742,115.5187,158.073654,132.057327
MSTRG.8442,4.726521,4.005256,4.451324,5.18019,3.074065,5.135231,10.747972,3.835235,2.95142
MSTRG.8443,373.311829,437.276428,401.629364,592.19812,599.006165,509.478851,367.647736,433.766937,387.434326
MSTRG.8444,15.772174,16.813782,11.716992,6.2405,6.109332,10.574369,4.646219,14.500497,14.287972
MSTRG.8446,79.159058,73.055534,68.499084,68.311699,48.650928,57.747566,22.600576,50.176903,53.384315
MSTRG.8445,22.094709,18.102262,18.650089,20.613073,11.58043,20.224318,9.065727,18.90797,17.268595
MSTRG.8448,9.460578,8.877358,11.414452,18.501041,12.386057,11.267218,12.884669,6.274093,9.022259
MSTRG.8449,3.70875,1.669931,2.722285,3.29611,2.117628,3.290899,3.69213,4.860046,2.113522
MSTRG.8450,14.070018,14.12282,16.029726,34.536739,34.983921,24.870062,36.636349,20.606672,21.850327
MSTRG.8451,16.937668,18.756916,19.817287,42.055531,35.787815,29.644728,31.981976,25.328766,26.597658
MSTRG.8452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSTRG.8453,25.22879,26.935736,27.921265,54.810837,27.960217,35.66581,17.829815,29.482462,33.479858
MSTRG.8454,18.283669,25.732687,12.80681,5.576495,4.797182,6.316005,16.543512,6.575156,11.551342
MSTRG.8455,9.414563,14.87068,8.166768,2.884282,2.546647,4.620854,11.087489,3.873318,9.900167
MSTRG.8456,2.66511,4.169441,5.642651,5.349197,5.830722,4.772052,1.992829,3.713589,2.392554
MSTRG.8457,2.988698,4.62405,4.735826,5.23504,5.942077,3.707638,0.0,3.484257,2.135186
MSTRG.8458,4.208194,6.113679,7.252466,6.205415,7.219257,4.305797,13.658677,4.681734,1.321122
MSTRG.8459,2.878661,4.592988,4.327903,5.155075,4.603891,3.222338,3.592817,3.839922,1.96794
MSTRG.8460,2.774553,4.784651,4.327903,4.715887,4.60389,3.476886,1.963696,4.219566,1.92307
MSTRG.8461,3.07263,4.57808,4.609148,5.144621,5.037547,3.656572,2.07978,3.488175,2.52344
MSTRG.8463,4.186368,3.480808,2.346751,13.358064,9.623653,5.947592,24.194527,6.859263,5.69911
MSTRG.8464,11.149508,12.670777,12.08809,7.319435,7.516979,7.290042,3.693809,10.858696,10.977039
MSTRG.8465,14.107542,14.695199,15.559266,9.670901,8.865772,10.50088,4.669185,11.80886,12.732696
MSTRG.8466,12.35971,12.956085,13.137192,7.909571,7.995365,7.991424,3.863237,11.166932,11.9159
MSTRG.8468,5.832783,6.337994,5.482659,10.116532,7.425153,10.316485,8.088106,5.332221,8.146036
MSTRG.8467,13.371641,14.814969,15.321731,9.419605,8.149671,11.544392,4.690779,11.492908,12.087797
MSTRG.8469,25.141289,31.473356,26.755329,23.343359,18.767668,19.179491,11.757623,23.32938,15.606145
MSTRG.8470,0.0,0.0,0.0,0.0,0.0,0.0,14.198676,1.362146,1.636385
MSTRG.8471,42.525982,59.299484,51.314606,44.234512,45.563629,37.157688,22.047518,36.669785,31.536764
MSTRG.8472,4.78099,4.611667,7.957198,17.622257,14.981131,11.555556,15.035868,17.155951,20.697443
MSTRG.8473,2.929356,3.039604,4.562259,10.698013,12.342362,8.565121,11.264318,10.41069,13.183945
MSTRG.8474,2.903813,2.362385,3.06491,8.012467,6.752456,7.570119,11.334983,7.600788,11.058549
MSTRG.8475,117.670425,119.511215,109.854103,63.424946,57.083923,78.96962,79.285942,97.023903,100.449539
MSTRG.8476,154.130829,157.721375,129.194595,80.680458,66.276245,101.825157,105.082008,120.530769,131.556381
MSTRG.8477,4.657899,3.231845,3.658151,6.032623,4.950281,5.52462,5.683062,4.713861,3.335728
MSTRG.8478,4.759786,2.911752,3.348619,5.9655,5.009445,4.265545,6.155312,4.886319,3.033916
MSTRG.8480,88.600906,90.903214,77.589523,117.356056,95.16909,73.422165,78.295891,103.81015,130.601074
MSTRG.8479,37.254524,34.557167,25.889519,38.939026,32.033737,33.485615,17.011835,39.840023,40.645172
MSTRG.8481,34.542053,35.571953,31.572563,37.690487,34.847767,27.318672,25.350954,44.991936,58.034283
MSTRG.8482,40.240612,34.983742,27.587656,41.484432,32.909058,34.897709,19.694229,41.150822,44.576057
MSTRG.8485,49.697937,45.597225,42.167263,58.338043,49.455242,39.4086,31.321306,53.96714,64.869987
MSTRG.8483,31.768688,31.62524,23.297626,35.043358,28.869707,27.697029,13.892741,35.751511,35.636353
MSTRG.8484,7.106135,6.033117,4.842506,8.670786,6.400132,7.64809,3.451562,7.533841,7.762049
MSTRG.8486,6.383972,4.931525,2.999443,6.756953,6.776541,3.900707,3.82276,7.204467,7.36181
MSTRG.8487,1.641625,2.197721,1.12206,4.102567,3.973781,2.298214,3.374838,7.052528,4.776005
MSTRG.8488,8.801664,9.271996,5.825062,11.572403,9.783417,6.430217,6.894621,9.884514,9.567324
MSTRG.8489,63.242565,77.976822,67.085648,66.665573,63.076477,65.492821,49.872871,51.376091,62.969788
MSTRG.8490,72.425751,86.586205,53.041012,79.467064,57.163689,70.684868,39.340954,59.736683,63.679398
MSTRG.8491,95.402992,83.897667,68.524551,69.566109,60.955433,90.429787,94.073051,70.700607,77.807457
MSTRG.8494,5.311357,6.276591,4.519885,7.634111,4.649247,8.893136,9.008578,5.439951,6.328194
MSTRG.8493,2.88316,2.353538,4.772592,3.046001,2.345283,5.508008,5.130891,2.120368,2.559219
MSTRG.8495,5.906775,8.666615,7.192597,6.837897,7.113501,5.457078,15.713172,5.573469,6.79238
MSTRG.8492,188.748169,190.819626,163.862534,139.310287,120.843102,113.124641,171.093994,123.24968,129.006149
MSTRG.8497,4.644821,6.70861,5.634844,6.532018,5.179695,5.012798,8.656309,5.015551,4.617886
MSTRG.8496,4.405764,5.235847,5.67245,3.622142,4.177492,4.417777,4.727574,4.902853,4.04828
MSTRG.8498,16.069305,18.928869,16.783707,15.31905,12.986975,13.370474,38.001839,8.871195,16.352396
MSTRG.8499,82.67028,106.549911,73.261566,72.824928,52.561401,60.847168,51.147728,98.845345,92.067787
MSTRG.8502,32.108372,22.678423,22.056198,48.65065,41.670589,33.467335,29.205364,34.159073,42.542606
MSTRG.8503,27.451286,17.76071,17.535919,39.481445,34.036274,28.151537,21.501844,28.041853,34.20005
MSTRG.8506,3.779004,3.655243,4.591793,4.431958,2.228359,3.724711,0.0,3.326156,3.514659
MSTRG.8507,6.446106,3.650903,5.688785,7.109077,3.333119,6.448247,2.44452,4.335923,5.926384
MSTRG.8504,31.278627,31.322472,30.150911,38.374496,36.014057,30.831633,59.556599,41.882004,56.891209
MSTRG.8505,1463.11731,1566.112915,945.541443,1030.074951,745.907043,1017.906616,1690.737915,979.821472,648.580566
MSTRG.8508,4.960953,4.322416,4.477321,6.090703,3.779129,5.658451,0.0,4.194386,3.901337
MSTRG.8509,6.722299,4.458715,5.189352,7.12016,3.095877,7.059107,0.0,5.581816,6.395667
MSTRG.8510,7.921922,6.214476,6.353496,8.680841,5.374842,9.122585,2.457139,7.44091,6.460335
MSTRG.8511,2.749778,2.508797,2.851679,4.11604,2.016052,3.723024,0.0,2.684978,2.177011
MSTRG.8512,7.971218,10.540672,9.220689,14.547083,13.42561,7.282129,2.75582,8.441648,4.102409
MSTRG.8513,9.865195,7.512198,4.8772,7.389078,4.408978,8.322076,0.0,6.831754,4.843815
MSTRG.8514,8.799919,8.534134,3.550899,4.806999,3.547854,2.416185,3.525483,6.50048,6.627197
MSTRG.8515,3.886929,3.838815,4.575791,5.839973,5.159938,5.120534,0.0,3.736073,4.480458
MSTRG.8516,4.639004,4.641538,6.19622,5.155485,3.59023,5.467519,2.083235,5.560782,3.90993
MSTRG.8517,3.290428,3.988055,4.896245,4.581268,4.853797,4.448045,0.0,3.429015,4.227017
MSTRG.8518,4.877718,5.135203,6.187946,7.200065,4.632506,7.763192,2.03881,6.470526,6.830956
MSTRG.8519,4.305232,3.975111,3.152006,8.0419,4.494298,4.490333,2.278687,3.019552,6.087942
MSTRG.8520,2.388441,2.284353,1.808825,2.263877,2.449895,3.174014,0.0,1.974501,2.804826
MSTRG.8521,5.765853,5.829881,5.982747,6.155567,5.187665,8.396601,2.314606,5.880775,7.295285
MSTRG.8522,30.649332,37.814518,59.85125,51.574738,35.369514,31.171978,4.491708,14.617011,26.81522
MSTRG.8523,8.182096,9.66639,11.514109,16.398518,11.669234,6.819466,11.245411,10.202614,8.684392
MSTRG.8524,170.763519,286.295868,212.821259,72.85878,60.671604,214.582016,20.329336,123.512802,105.642532
MSTRG.8525,20.80682,9.582494,14.308178,33.16169,56.878262,36.799618,26.150137,23.167662,12.857125
MSTRG.8526,7.949552,6.682873,7.383114,16.319811,26.76833,23.512909,10.401585,9.423872,4.823141
MSTRG.8527,4.790696,3.450151,2.911804,10.233149,19.724091,10.690274,0.0,3.426121,1.690861
MSTRG.8528,131.628922,128.363419,125.22934,58.908932,101.69117,75.636101,145.179138,96.635025,84.462685
MSTRG.8529,4.073793,0.0,0.0,5.384028,1.309224,0.0,3.374936,2.961098,2.8479
MSTRG.8530,39.425518,34.258579,28.416769,52.627087,42.23708,49.704475,142.363571,79.797371,89.049988
MSTRG.8532,2.008664,2.287447,0.913569,1.600321,3.191475,7.243307,0.0,3.347426,3.459042
MSTRG.8531,31.996752,25.886452,17.401739,25.83618,19.010639,14.110327,23.848549,26.674141,24.862255
MSTRG.8533,2.027155,3.493514,3.012402,1.835243,2.112345,3.472657,0.0,4.366504,4.313585
MSTRG.8534,3.77823,4.530691,3.08701,4.263194,2.84929,3.915001,2.0916,5.232754,5.908138
MSTRG.8535,1.328505,2.087538,1.383319,1.322753,1.574597,3.080724,0.0,2.0724,2.827947
MSTRG.8536,2.85002,1.17203,0.810423,0.0,0.0,4.184278,0.0,3.711732,1.10409
MSTRG.8537,3.400336,3.330173,3.446871,3.797314,3.520714,4.145731,0.0,2.741394,2.218052
MSTRG.8538,1.218734,1.457087,1.433747,4.386677,4.843893,2.44359,0.0,2.320946,2.631883
MSTRG.8539,3.841643,3.531438,3.527973,4.066272,3.673574,4.096621,0.0,3.095116,2.434206
MSTRG.8541,11.596819,11.775739,11.194013,8.64595,10.328593,13.989219,3.989576,6.510487,8.292869
MSTRG.8540,12.263643,10.282212,8.774918,17.446955,15.235943,12.093489,12.221271,11.688299,14.02325
MSTRG.8542,12.29766,9.720776,10.928312,14.37218,14.35745,12.589827,12.572865,10.771557,13.198625
MSTRG.8544,9.987004,8.491358,7.856752,12.14959,11.6521,10.1717,9.965762,8.98939,11.042549
MSTRG.8543,1641.530396,1418.34729,1794.542847,502.045471,545.552856,846.012146,296.688446,994.846558,646.181824
MSTRG.8546,402.600586,276.137024,351.807587,103.39061,105.181557,204.766937,67.045921,256.881409,182.613785
MSTRG.8547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSTRG.8545,281.73645,241.7742,145.305008,320.907166,201.669815,255.87764,118.720963,245.447021,198.342392
MSTRG.8548,4.903206,7.1497,20.63298,1.514088,4.789702,6.478211,7.076777,3.236175,1.527538
MSTRG.8549,3.972713,2.92107,3.21955,44.332249,23.398251,47.713615,24.293331,13.36188,9.060704
MSTRG.8550,31.952965,22.136105,28.9065,29.849628,65.862862,35.773201,52.478264,26.89889,29.753922
MSTRG.8554,53.108936,88.592491,55.376671,45.855015,59.447948,77.811279,12.019582,60.657322,59.75877
MSTRG.8556,1.412897,1.52916,2.686302,4.334163,4.105793,2.204103,0.0,4.458566,2.861221
MSTRG.8557,7.75967,3.011324,3.967767,3.554528,5.579883,10.070518,3.475199,3.788565,2.898136
MSTRG.8558,0.0,1.291353,0.0,6.333721,0.0,0.0,0.0,0.0,1.190532
MSTRG.8559,1.699801,1.761823,0.0,8.120734,2.401596,1.352434,0.0,2.57944,5.038188
MSTRG.8555,188.681763,192.732986,159.046829,219.039948,207.722,218.202179,108.885056,198.585724,235.043747
MSTRG.8560,1.341798,0.937824,1.071449,2.684987,1.696373,0.0,19.578903,5.725294,2.436655
MSTRG.8561,209.140762,173.845978,163.228226,54.771523,79.591522,102.179298,108.182877,489.882538,677.856445
MSTRG.8564,7.436868,10.080081,5.501186,5.219755,6.511055,5.616437,2.768861,4.732894,3.999427
MSTRG.8563,231.098328,189.253998,168.044144,61.705067,86.79808,111.893333,129.759857,555.787598,736.191162
MSTRG.8565,47.947708,44.295551,44.331512,26.289471,26.254841,29.657457,51.179501,39.321274,36.544456
MSTRG.8566,49.57452,46.622707,43.425667,26.335974,25.366589,30.182667,52.941689,35.285126,35.770386
MSTRG.8568,2.019497,4.142669,4.29834,12.052754,6.030338,21.203083,7.020137,9.109598,24.792774
MSTRG.8567,15.866257,10.431959,12.084882,26.931034,18.772038,20.594193,21.581554,17.436876,17.718334
MSTRG.8569,99.885254,150.304764,169.877609,27.260813,110.568481,82.697426,54.632469,118.510765,112.284462
MSTRG.8570,123.406784,164.747375,186.341385,32.735149,86.952187,114.741386,30.553303,108.578239,163.042633
MSTRG.8571,62.270172,36.71582,25.774044,23.567263,22.128702,45.804226,109.73568,23.52286,36.936142
MSTRG.8572,23.138384,20.906755,19.728474,15.373726,20.154713,18.970621,16.987633,17.783802,16.774181
MSTRG.8574,28.13936,25.191532,25.255333,26.275103,25.255774,29.503603,17.325998,21.565994,28.915281
MSTRG.8573,6.783483,5.57902,5.610922,10.538446,9.431175,7.362216,7.58022,8.175538,6.297359
MSTRG.8575,6.667421,5.181719,6.862174,11.575126,10.754074,8.346517,8.587969,9.495253,7.32581
MSTRG.8576,5.986799,4.984653,5.703395,9.576035,9.143733,6.701468,7.98015,8.346606,6.094573
MSTRG.8577,5.976926,4.323645,7.260924,18.623299,2.368185,4.326701,9.305179,14.891918,0.0
MSTRG.8578,6.391756,3.675416,7.232691,16.269512,2.786952,4.9836,7.113518,10.778775,0.0
MSTRG.8579,269.747742,248.617096,248.044861,234.876587,214.318787,224.514832,231.331451,269.668152,235.69191
MSTRG.8580,67.335724,57.861431,53.492241,94.85891,84.141823,80.888817,74.877052,67.458183,65.282372
MSTRG.8581,71.743759,61.222721,57.140934,105.985115,89.791786,84.962952,81.566666,71.009979,68.698021
MSTRG.8582,22.020485,20.880562,11.216791,46.171421,34.729668,34.098228,29.228054,33.504917,38.090832
MSTRG.8583,26.400105,27.145056,28.192581,55.523441,60.983723,51.298241,22.30195,22.261196,27.101219
MSTRG.8584,4.616291,0.0,3.820188,3.934572,5.979068,4.282978,6.875861,2.304755,2.671154
MSTRG.8585,6.873809,7.345133,4.901012,53.115303,103.415878,36.159622,4.580444,19.124886,17.640652
MSTRG.8586,37.868347,35.336178,22.530922,39.078861,39.909092,54.866341,22.59733,44.492519,53.268368
MSTRG.8587,1.278625,1.861993,5.90053,2.21179,1.994399,0.0,3.668485,2.718204,1.385336
MSTRG.8588,30.657139,27.501085,18.306425,31.232821,31.464796,38.984726,16.832516,34.359688,39.921803
MSTRG.8589,9.505928,13.262085,15.385226,4.404329,10.344568,11.631333,3.36673,13.674847,5.304574
MSTRG.8590,17.275944,11.688933,15.830118,12.287255,3.872786,17.614511,0.0,21.123739,22.765701
MSTRG.8591,7.739763,8.211708,14.906655,6.183147,5.863184,6.159951,6.728713,6.855777,7.862605
MSTRG.8592,5.906656,4.401302,10.224667,1.603156,2.941837,2.769131,9.977833,3.546217,4.337891
MSTRG.8593,11.431499,11.119786,12.18746,26.507498,26.504707,16.60288,22.121387,28.60726,14.28587
MSTRG.8594,16.099047,17.88275,19.547981,46.034481,42.336006,25.430431,40.821503,45.134762,20.38349
MSTRG.8596,24.53735,20.07305,20.585514,21.488361,18.776428,24.513037,26.464634,27.46163,23.760969
MSTRG.8595,17.366749,16.250235,14.30831,17.051233,14.198395,15.827816,17.456255,19.619576,17.550838
MSTRG.8597,12.15596,11.033163,7.294503,14.328482,10.665432,12.991324,16.947441,13.775679,14.612992
MSTRG.8598,0.0,0.0,4.140608,0.0,0.0,0.0,0.0,2.224908,0.0
MSTRG.8599,643.519226,634.91333,451.560547,193.810043,155.695908,309.809692,166.374634,464.707916,330.278381
MSTRG.8600,689.5672,648.792419,642.363647,177.666077,172.779175,311.972443,212.220886,422.020538,325.338806
MSTRG.8602,0.0,0.0,73.939339,6.450054,40.272591,2.415561,43.430748,3.510229,1.332325
MSTRG.8601,4743.837402,4551.426758,5321.299316,5571.03125,5703.688965,6506.405273,2857.557373,4662.473145,3854.952637
MSTRG.8603,194.123947,166.101486,161.634033,142.222,129.776169,175.365814,132.252609,179.903336,199.797729
MSTRG.8604,63.262306,65.580376,65.906166,117.733528,97.427483,97.382973,75.462074,89.656311,88.141258
